timestamp,ski_id,ambient_temp_c,engine_temp_c,rpm,oil_pressure_psi,vibration_g,battery_voltage,hours_since_service,in_use,failure
2024-05-03T07:00:00,1,16.23,25.0,0,49.31,0.301,12.535,39,0,0
2024-05-03T08:00:00,1,17.61,25.0,0,48.2,0.285,12.458,39,0,0
2024-05-03T09:00:00,1,17.36,185.29,5090,47.61,0.683,12.415,40,1,0
2024-05-03T10:00:00,1,15.89,25.0,0,48.57,0.306,12.497,40,0,0
2024-05-03T11:00:00,1,19.0,171.36,4368,49.39,0.64,12.449,41,1,0
2024-05-03T12:00:00,1,19.03,192.75,5170,46.91,0.714,12.431,42,1,0
2024-05-03T13:00:00,1,20.31,177.44,4597,43.94,0.623,12.377,43,1,0
2024-05-03T14:00:00,1,20.34,182.8,4875,47.65,0.679,12.396,44,1,0
2024-05-03T15:00:00,1,22.21,182.99,4860,46.97,0.738,12.412,45,1,0
2024-05-03T16:00:00,1,22.3,176.64,4468,45.64,0.663,12.388,46,1,0
2024-05-03T17:00:00,1,23.54,27.97,0,50.78,0.291,12.531,46,0,0
2024-05-03T18:00:00,1,22.88,169.1,3964,49.29,0.6,12.378,47,1,0
2024-05-03T19:00:00,1,22.93,179.75,4640,48.02,0.637,12.401,48,1,0
2024-05-03T20:00:00,1,23.58,27.21,0,51.67,0.33,12.473,48,0,0
2024-05-03T21:00:00,1,25.19,33.1,0,50.14,0.302,12.549,48,0,0
2024-05-03T22:00:00,1,22.16,28.43,0,48.8,0.32,12.431,48,0,0
2024-05-03T23:00:00,1,20.79,25.28,0,49.56,0.301,12.472,48,0,0
2024-05-04T00:00:00,1,23.15,32.22,0,49.7,0.291,12.48,48,0,0
2024-05-04T01:00:00,1,20.14,25.0,0,50.54,0.298,12.479,48,0,0
2024-05-04T02:00:00,1,21.75,27.12,0,46.98,0.296,12.51,48,0,0
2024-05-04T03:00:00,1,20.31,25.0,0,50.6,0.249,12.468,48,0,0
2024-05-04T04:00:00,1,18.07,25.0,0,50.35,0.329,12.466,48,0,0
2024-05-04T05:00:00,1,20.92,25.0,0,49.03,0.287,12.527,48,0,0
2024-05-04T06:00:00,1,16.13,25.0,0,48.6,0.308,12.525,48,0,0
2024-05-04T07:00:00,1,15.94,25.0,0,50.77,0.281,12.464,48,0,0
2024-05-04T08:00:00,1,18.15,25.0,0,50.41,0.285,12.517,48,0,0
2024-05-04T09:00:00,1,17.47,164.45,4123,50.62,0.678,12.408,49,1,0
2024-05-04T10:00:00,1,17.89,25.0,0,50.93,0.267,12.523,49,0,0
2024-05-04T11:00:00,1,18.94,175.88,4438,43.75,0.655,12.402,50,1,0
2024-05-04T12:00:00,1,19.15,169.18,4101,48.05,0.608,12.426,51,1,0
2024-05-04T13:00:00,1,19.69,174.77,4481,46.5,0.654,12.362,52,1,0
2024-05-04T14:00:00,1,21.44,160.17,3590,48.27,0.57,12.391,53,1,0
2024-05-04T15:00:00,1,22.06,180.52,4622,47.88,0.664,12.434,54,1,0
2024-05-04T16:00:00,1,23.86,174.15,4335,48.86,0.674,12.402,55,1,0
2024-05-04T17:00:00,1,23.36,181.0,4821,45.33,0.667,12.336,56,1,0
2024-05-04T18:00:00,1,22.36,184.74,4877,44.89,0.686,12.436,57,1,0
2024-05-04T19:00:00,1,22.66,27.64,0,51.28,0.276,12.502,57,0,0
2024-05-04T20:00:00,1,22.4,25.36,0,49.68,0.32,12.434,57,0,0
2024-05-04T21:00:00,1,22.65,25.37,0,47.64,0.306,12.504,57,0,0
2024-05-04T22:00:00,1,23.23,29.85,0,46.64,0.252,12.533,57,0,0
2024-05-04T23:00:00,1,21.76,30.35,0,50.91,0.29,12.476,57,0,0
2024-05-05T00:00:00,1,22.17,29.44,0,48.03,0.314,12.522,57,0,0
2024-05-05T01:00:00,1,23.31,28.99,0,46.31,0.299,12.486,57,0,0
2024-05-05T02:00:00,1,23.05,30.75,0,49.9,0.301,12.47,57,0,0
2024-05-05T03:00:00,1,20.33,28.92,0,51.66,0.297,12.51,57,0,0
2024-05-05T04:00:00,1,19.29,25.0,0,50.9,0.305,12.449,57,0,0
2024-05-05T05:00:00,1,20.1,25.0,0,47.71,0.304,12.514,57,0,0
2024-05-05T06:00:00,1,19.75,25.19,0,49.47,0.285,12.51,57,0,0
2024-05-05T07:00:00,1,17.38,172.87,4347,47.81,0.622,12.401,58,1,0
2024-05-05T08:00:00,1,16.64,162.03,3836,47.64,0.602,12.462,59,1,0
2024-05-05T09:00:00,1,18.61,167.35,4093,45.91,0.607,12.411,60,1,0
2024-05-05T10:00:00,1,20.64,29.15,0,49.69,0.3,12.513,60,0,0
2024-05-05T11:00:00,1,19.93,182.58,4827,46.0,0.701,12.407,61,1,0
2024-05-05T12:00:00,1,19.55,25.88,0,47.91,0.268,12.501,61,0,0
2024-05-05T13:00:00,1,19.42,25.0,0,49.78,0.303,12.472,61,0,0
2024-05-05T14:00:00,1,21.11,163.08,3802,47.15,0.599,12.426,62,1,0
2024-05-05T15:00:00,1,22.94,167.7,4077,48.01,0.648,12.408,63,1,0
2024-05-05T16:00:00,1,20.49,172.05,4292,47.38,0.634,12.448,64,1,0
2024-05-05T17:00:00,1,22.12,27.32,0,49.58,0.329,12.484,64,0,0
2024-05-05T18:00:00,1,23.36,26.86,0,50.67,0.308,12.484,64,0,0
2024-05-05T19:00:00,1,25.32,172.55,4150,50.11,0.591,12.41,65,1,0
2024-05-05T20:00:00,1,24.17,179.7,4429,46.88,0.66,12.407,66,1,0
2024-05-05T21:00:00,1,23.94,29.56,0,51.06,0.274,12.5,66,0,0
2024-05-05T22:00:00,1,24.67,32.07,0,50.45,0.29,12.513,66,0,0
2024-05-05T23:00:00,1,23.61,29.57,0,47.55,0.283,12.544,66,0,0
2024-05-06T00:00:00,1,25.39,30.66,0,47.87,0.295,12.501,66,0,0
2024-05-06T01:00:00,1,21.67,26.11,0,49.66,0.301,12.521,66,0,0
2024-05-06T02:00:00,1,19.95,25.84,0,50.8,0.266,12.509,66,0,0
2024-05-06T03:00:00,1,20.87,25.27,0,48.91,0.314,12.547,66,0,0
2024-05-06T04:00:00,1,21.28,26.52,0,50.14,0.314,12.501,66,0,0
2024-05-06T05:00:00,1,18.58,25.0,0,49.13,0.312,12.514,66,0,0
2024-05-06T06:00:00,1,20.33,25.0,0,49.98,0.292,12.492,66,0,0
2024-05-06T07:00:00,1,18.71,179.65,4631,42.88,0.66,12.344,67,1,0
2024-05-06T08:00:00,1,18.2,25.0,0,50.85,0.286,12.502,67,0,0
2024-05-06T09:00:00,1,17.63,178.73,4725,48.99,0.689,12.411,68,1,0
2024-05-06T10:00:00,1,17.57,177.76,4677,47.94,0.646,12.403,69,1,0
2024-05-06T11:00:00,1,22.01,187.7,5003,47.7,0.7,12.416,70,1,0
2024-05-06T12:00:00,1,21.45,183.91,4884,46.83,0.666,12.418,71,1,0
2024-05-06T13:00:00,1,20.33,168.36,4097,44.23,0.607,12.427,72,1,0
2024-05-06T14:00:00,1,24.57,188.61,4990,46.58,0.705,12.404,73,1,0
2024-05-06T15:00:00,1,21.49,25.94,0,48.68,0.297,12.526,73,0,0
2024-05-06T16:00:00,1,21.91,179.03,4464,48.19,0.674,12.45,74,1,0
2024-05-06T17:00:00,1,24.06,30.46,0,47.16,0.281,12.542,74,0,0
2024-05-06T18:00:00,1,25.59,170.18,4084,47.63,0.625,12.455,75,1,0
2024-05-06T19:00:00,1,24.52,28.02,0,49.4,0.293,12.494,75,0,0
2024-05-06T20:00:00,1,24.08,28.56,0,48.5,0.325,12.498,75,0,0
2024-05-06T21:00:00,1,24.17,32.61,0,45.24,0.257,12.486,75,0,0
2024-05-06T22:00:00,1,24.63,31.69,0,50.24,0.316,12.511,75,0,0
2024-05-06T23:00:00,1,24.16,25.0,0,47.04,0.273,12.492,75,0,0
2024-05-07T00:00:00,1,21.06,29.67,0,49.05,0.29,12.468,75,0,0
2024-05-07T01:00:00,1,22.01,25.49,0,50.17,0.304,12.515,75,0,0
2024-05-07T02:00:00,1,22.4,25.0,0,49.24,0.304,12.521,75,0,0
2024-05-07T03:00:00,1,22.43,31.3,0,53.8,0.272,12.475,75,0,0
2024-05-07T04:00:00,1,18.6,25.0,0,48.58,0.284,12.481,75,0,0
2024-05-07T05:00:00,1,21.99,26.62,0,48.45,0.244,12.461,75,0,0
2024-05-07T06:00:00,1,16.07,25.0,0,50.7,0.313,12.475,75,0,0
2024-05-07T07:00:00,1,19.35,180.88,4683,45.97,0.649,12.373,76,1,0
2024-05-07T08:00:00,1,15.63,175.72,4602,47.17,0.677,12.429,77,1,0
2024-05-07T09:00:00,1,20.01,187.36,5077,48.92,0.705,12.389,78,1,0
2024-05-07T10:00:00,1,18.57,25.0,0,50.48,0.283,12.484,78,0,0
2024-05-07T11:00:00,1,19.21,25.0,0,51.47,0.288,12.501,78,0,0
2024-05-07T12:00:00,1,18.87,181.36,4715,50.12,0.703,12.397,79,1,0
2024-05-07T13:00:00,1,19.85,25.58,0,49.44,0.321,12.437,79,0,0
2024-05-07T14:00:00,1,22.33,27.28,0,53.88,0.314,12.508,79,0,0
2024-05-07T15:00:00,1,21.68,180.11,4578,43.98,0.65,12.376,80,1,0
2024-05-07T16:00:00,1,22.94,160.64,3596,49.23,0.58,12.356,81,1,0
2024-05-07T17:00:00,1,24.97,174.16,4366,48.87,0.633,12.427,82,1,0
2024-05-07T18:00:00,1,26.17,33.56,0,48.36,0.286,12.502,82,0,0
2024-05-07T19:00:00,1,24.55,177.85,4590,46.87,0.679,12.354,83,1,0
2024-05-07T20:00:00,1,25.42,184.21,4632,48.03,0.681,12.491,84,1,0
2024-05-07T21:00:00,1,23.31,26.25,0,54.5,0.304,12.48,84,0,0
2024-05-07T22:00:00,1,23.84,29.55,0,53.7,0.306,12.491,84,0,0
2024-05-07T23:00:00,1,23.0,25.0,0,51.6,0.289,12.514,84,0,0
2024-05-08T00:00:00,1,24.64,31.3,0,50.69,0.265,12.502,84,0,0
2024-05-08T01:00:00,1,22.99,30.44,0,44.14,0.291,12.498,84,0,0
2024-05-08T02:00:00,1,21.66,25.0,0,48.53,0.327,12.486,84,0,0
2024-05-08T03:00:00,1,18.52,25.0,0,47.06,0.321,12.493,84,0,0
2024-05-08T04:00:00,1,19.45,25.76,0,49.86,0.307,12.49,84,0,0
2024-05-08T05:00:00,1,17.54,27.0,0,51.87,0.316,12.503,84,0,0
2024-05-08T06:00:00,1,18.69,25.0,0,51.52,0.315,12.522,84,0,0
2024-05-08T07:00:00,1,18.32,25.0,0,49.71,0.288,12.414,84,0,0
2024-05-08T08:00:00,1,19.89,176.76,4614,49.99,0.663,12.419,85,1,0
2024-05-08T09:00:00,1,20.47,171.91,4280,48.33,0.637,12.405,86,1,0
2024-05-08T10:00:00,1,18.81,179.21,4519,47.88,0.678,12.39,87,1,0
2024-05-08T11:00:00,1,19.97,174.71,4502,44.45,0.629,12.359,88,1,0
2024-05-08T12:00:00,1,21.39,160.82,3696,47.33,0.635,12.385,89,1,0
2024-05-08T13:00:00,1,22.81,28.47,0,51.43,0.281,12.529,89,0,0
2024-05-08T14:00:00,1,21.94,25.69,0,47.73,0.29,12.469,89,0,0
2024-05-08T15:00:00,1,20.94,167.63,4074,46.18,0.649,12.431,90,1,0
2024-05-08T16:00:00,1,23.64,28.91,0,50.01,0.308,12.529,90,0,0
2024-05-08T17:00:00,1,21.65,173.99,4237,46.7,0.597,12.38,91,1,0
2024-05-08T18:00:00,1,23.86,176.56,4339,49.67,0.641,12.352,92,1,0
2024-05-08T19:00:00,1,25.11,183.54,4831,50.99,0.664,12.428,93,1,0
2024-05-08T20:00:00,1,23.43,177.17,4396,47.71,0.647,12.455,94,1,0
2024-05-08T21:00:00,1,22.3,25.0,0,48.43,0.285,12.491,94,0,0
2024-05-08T22:00:00,1,23.39,28.1,0,49.09,0.3,12.478,94,0,0
2024-05-08T23:00:00,1,22.54,29.0,0,46.7,0.298,12.496,94,0,0
2024-05-09T00:00:00,1,23.2,30.25,0,45.45,0.304,12.538,94,0,0
2024-05-09T01:00:00,1,23.15,25.0,0,51.76,0.277,12.489,94,0,0
2024-05-09T02:00:00,1,20.02,25.93,0,50.52,0.302,12.55,94,0,0
2024-05-09T03:00:00,1,20.87,25.25,0,52.59,0.307,12.508,94,0,0
2024-05-09T04:00:00,1,19.75,25.0,0,48.52,0.308,12.59,94,0,0
2024-05-09T05:00:00,1,19.98,26.5,0,52.23,0.301,12.536,94,0,0
2024-05-09T06:00:00,1,21.02,25.0,0,50.17,0.297,12.511,94,0,0
2024-05-09T07:00:00,1,16.7,174.8,4490,44.24,0.666,12.34,95,1,0
2024-05-09T08:00:00,1,16.92,176.06,4446,46.85,0.639,12.398,96,1,0
2024-05-09T09:00:00,1,19.46,172.15,4405,48.01,0.614,12.437,97,1,0
2024-05-09T10:00:00,1,21.98,179.14,4452,49.59,0.639,12.42,98,1,0
2024-05-09T11:00:00,1,19.93,173.32,4456,47.47,0.663,12.406,99,1,0
2024-05-09T12:00:00,1,21.4,171.43,4233,44.33,0.615,12.402,100,1,0
2024-05-09T13:00:00,1,20.17,25.0,0,51.62,0.286,12.455,100,0,0
2024-05-09T14:00:00,1,21.07,30.82,0,46.4,0.301,12.469,100,0,0
2024-05-09T15:00:00,1,22.66,181.95,4570,46.23,0.668,12.442,101,1,0
2024-05-09T16:00:00,1,22.52,25.49,0,50.13,0.285,12.487,101,0,0
2024-05-09T17:00:00,1,22.23,31.07,0,52.13,0.299,12.474,101,0,0
2024-05-09T18:00:00,1,24.4,177.45,4456,46.77,0.625,12.398,102,1,0
2024-05-09T19:00:00,1,22.97,27.19,0,52.83,0.307,12.463,102,0,0
2024-05-09T20:00:00,1,23.78,30.57,0,48.33,0.285,12.483,102,0,0
2024-05-09T21:00:00,1,25.93,28.87,0,50.02,0.274,12.479,102,0,0
2024-05-09T22:00:00,1,23.04,29.73,0,48.04,0.353,12.489,102,0,0
2024-05-09T23:00:00,1,22.28,25.0,0,50.3,0.275,12.546,102,0,0
2024-05-10T00:00:00,1,23.5,30.92,0,52.09,0.265,12.511,102,0,0
2024-05-10T01:00:00,1,20.67,25.0,0,49.22,0.29,12.498,102,0,0
2024-05-10T02:00:00,1,21.35,25.53,0,50.06,0.259,12.517,102,0,0
2024-05-10T03:00:00,1,21.15,26.7,0,49.86,0.3,12.489,102,0,0
2024-05-10T04:00:00,1,21.5,28.04,0,52.32,0.31,12.476,102,0,0
2024-05-10T05:00:00,1,20.79,27.29,0,49.99,0.275,12.515,102,0,0
2024-05-10T06:00:00,1,19.39,25.0,0,48.7,0.297,12.529,102,0,0
2024-05-10T07:00:00,1,17.41,25.0,0,51.2,0.284,12.509,102,0,0
2024-05-10T08:00:00,1,19.69,26.78,0,50.66,0.269,12.522,102,0,0
2024-05-10T09:00:00,1,20.68,178.91,4589,46.7,0.678,12.4,103,1,0
2024-05-10T10:00:00,1,20.33,170.4,4272,45.18,0.602,12.439,104,1,0
2024-05-10T11:00:00,1,21.47,25.56,0,50.08,0.257,12.51,104,0,0
2024-05-10T12:00:00,1,20.62,181.96,4678,45.5,0.649,12.344,0,1,1
2024-05-10T13:00:00,1,20.57,174.46,4293,48.48,0.65,12.435,1,1,0
2024-05-10T14:00:00,1,21.92,174.64,4323,45.7,0.665,12.433,2,1,0
2024-05-10T15:00:00,1,24.09,175.37,4272,46.66,0.622,12.384,3,1,0
2024-05-10T16:00:00,1,21.08,174.77,4468,46.01,0.646,12.439,4,1,0
2024-05-10T17:00:00,1,21.94,173.19,4185,44.64,0.676,12.418,5,1,0
2024-05-10T18:00:00,1,23.67,169.2,4041,44.97,0.589,12.41,6,1,0
2024-05-10T19:00:00,1,23.88,28.99,0,50.34,0.274,12.483,6,0,0
2024-05-10T20:00:00,1,23.65,169.12,4067,46.24,0.638,12.402,7,1,0
2024-05-10T21:00:00,1,24.5,29.32,0,48.99,0.325,12.495,7,0,0
2024-05-10T22:00:00,1,24.61,25.82,0,50.29,0.341,12.517,7,0,0
2024-05-10T23:00:00,1,23.33,27.75,0,50.25,0.294,12.478,7,0,0
2024-05-11T00:00:00,1,24.02,29.2,0,50.64,0.315,12.5,7,0,0
2024-05-11T01:00:00,1,25.48,30.99,0,47.04,0.332,12.5,7,0,0
2024-05-11T02:00:00,1,23.48,29.8,0,49.83,0.341,12.507,7,0,0
2024-05-11T03:00:00,1,20.48,25.0,0,50.11,0.308,12.462,7,0,0
2024-05-11T04:00:00,1,21.23,28.85,0,48.87,0.322,12.491,7,0,0
2024-05-11T05:00:00,1,20.81,26.4,0,51.7,0.322,12.56,7,0,0
2024-05-11T06:00:00,1,17.8,25.0,0,47.61,0.325,12.466,7,0,0
2024-05-11T07:00:00,1,22.58,178.8,4506,46.16,0.634,12.394,8,1,0
2024-05-11T08:00:00,1,17.31,25.0,0,49.51,0.329,12.501,8,0,0
2024-05-11T09:00:00,1,18.92,25.0,0,49.97,0.284,12.501,8,0,0
2024-05-11T10:00:00,1,16.87,25.0,0,50.17,0.33,12.526,8,0,0
2024-05-11T11:00:00,1,19.37,25.63,0,50.12,0.326,12.505,8,0,0
2024-05-11T12:00:00,1,21.6,166.81,3855,48.05,0.583,12.404,9,1,0
2024-05-11T13:00:00,1,20.94,185.12,4978,45.27,0.712,12.415,10,1,0
2024-05-11T14:00:00,1,23.14,28.27,0,50.07,0.314,12.526,10,0,0
2024-05-11T15:00:00,1,22.88,178.1,4511,47.53,0.714,12.397,11,1,0
2024-05-11T16:00:00,1,24.83,30.48,0,48.26,0.302,12.51,11,0,0
2024-05-11T17:00:00,1,24.56,177.17,4454,52.59,0.674,12.392,12,1,0
2024-05-11T18:00:00,1,23.52,175.56,4360,47.11,0.673,12.39,13,1,0
2024-05-11T19:00:00,1,25.22,31.57,0,48.37,0.299,12.474,13,0,0
2024-05-11T20:00:00,1,25.75,184.15,4709,49.52,0.742,12.357,14,1,0
2024-05-11T21:00:00,1,24.21,26.78,0,50.52,0.31,12.517,14,0,0
2024-05-11T22:00:00,1,25.37,26.65,0,47.85,0.274,12.503,14,0,0
2024-05-11T23:00:00,1,23.61,26.75,0,47.86,0.31,12.508,14,0,0
2024-05-12T00:00:00,1,23.5,27.42,0,49.5,0.311,12.521,14,0,0
2024-05-12T01:00:00,1,22.64,26.77,0,51.43,0.329,12.541,14,0,0
2024-05-12T02:00:00,1,21.18,25.0,0,46.88,0.311,12.479,14,0,0
2024-05-12T03:00:00,1,20.49,26.65,0,54.23,0.315,12.517,14,0,0
2024-05-12T04:00:00,1,19.17,25.0,0,49.67,0.291,12.493,14,0,0
2024-05-12T05:00:00,1,19.13,25.0,0,46.69,0.294,12.501,14,0,0
2024-05-12T06:00:00,1,18.38,25.44,0,47.49,0.316,12.51,14,0,0
2024-05-12T07:00:00,1,19.98,171.22,4213,46.94,0.656,12.442,15,1,0
2024-05-12T08:00:00,1,18.96,173.53,4328,45.08,0.668,12.443,16,1,0
2024-05-12T09:00:00,1,15.64,25.0,0,52.32,0.31,12.536,16,0,0
2024-05-12T10:00:00,1,20.17,184.88,4732,48.96,0.656,12.421,17,1,0
2024-05-12T11:00:00,1,21.54,31.69,0,48.35,0.299,12.493,17,0,0
2024-05-12T12:00:00,1,19.65,25.0,0,53.72,0.31,12.541,17,0,0
2024-05-12T13:00:00,1,22.43,28.43,0,50.59,0.304,12.515,17,0,0
2024-05-12T14:00:00,1,21.89,187.78,4928,46.92,0.656,12.419,18,1,0
2024-05-12T15:00:00,1,24.76,26.65,0,50.38,0.309,12.488,18,0,0
2024-05-12T16:00:00,1,27.04,35.0,0,49.47,0.268,12.497,18,0,0
2024-05-12T17:00:00,1,23.18,29.68,0,51.16,0.322,12.501,18,0,0
2024-05-12T18:00:00,1,23.4,30.81,0,53.0,0.341,12.473,18,0,0
2024-05-12T19:00:00,1,25.69,190.83,5006,46.07,0.692,12.426,19,1,0
2024-05-12T20:00:00,1,24.93,189.1,5045,41.95,0.723,12.381,20,1,0
2024-05-12T21:00:00,1,25.01,28.98,0,51.22,0.297,12.454,20,0,0
2024-05-12T22:00:00,1,26.17,27.85,0,50.47,0.292,12.468,20,0,0
2024-05-12T23:00:00,1,24.12,31.08,0,50.42,0.295,12.476,20,0,0
2024-05-13T00:00:00,1,24.24,27.43,0,53.01,0.275,12.459,20,0,0
2024-05-13T01:00:00,1,24.79,25.14,0,46.13,0.304,12.549,20,0,0
2024-05-13T02:00:00,1,22.51,27.47,0,53.5,0.279,12.533,20,0,0
2024-05-13T03:00:00,1,21.73,27.29,0,51.84,0.307,12.505,20,0,0
2024-05-13T04:00:00,1,19.72,25.0,0,48.94,0.325,12.527,20,0,0
2024-05-13T05:00:00,1,19.78,25.0,0,51.85,0.297,12.447,20,0,0
2024-05-13T06:00:00,1,18.28,25.0,0,48.31,0.3,12.542,20,0,0
2024-05-13T07:00:00,1,19.51,173.77,4336,48.42,0.638,12.417,21,1,0
2024-05-13T08:00:00,1,19.64,177.13,4389,45.46,0.665,12.414,0,1,1
2024-05-13T09:00:00,1,21.14,27.77,0,48.34,0.339,12.48,0,0,0
2024-05-13T10:00:00,1,22.44,161.51,3720,49.98,0.632,12.436,1,1,0
2024-05-13T11:00:00,1,20.85,185.76,4809,47.58,0.726,12.397,2,1,0
2024-05-13T12:00:00,1,22.93,183.69,4769,45.71,0.705,12.45,3,1,0
2024-05-13T13:00:00,1,19.56,188.68,5111,43.08,0.77,12.421,0,1,1
2024-05-13T14:00:00,1,23.76,180.3,4573,46.5,0.718,12.385,1,1,0
2024-05-13T15:00:00,1,23.9,182.4,4656,46.16,0.719,12.408,2,1,0
2024-05-13T16:00:00,1,23.51,166.87,3880,43.91,0.639,12.412,3,1,0
2024-05-13T17:00:00,1,24.97,32.84,0,52.57,0.338,12.504,3,0,0
2024-05-13T18:00:00,1,27.0,173.38,4158,47.98,0.627,12.433,4,1,0
2024-05-13T19:00:00,1,26.05,180.45,4552,47.63,0.679,12.382,5,1,0
2024-05-13T20:00:00,1,27.03,32.71,0,50.51,0.351,12.505,5,0,0
2024-05-13T21:00:00,1,25.66,31.6,0,51.02,0.299,12.478,5,0,0
2024-05-13T22:00:00,1,25.33,33.15,0,49.42,0.335,12.538,5,0,0
2024-05-13T23:00:00,1,23.32,25.0,0,51.24,0.319,12.491,5,0,0
2024-05-14T00:00:00,1,23.24,31.55,0,48.23,0.317,12.549,5,0,0
2024-05-14T01:00:00,1,22.67,26.03,0,49.51,0.333,12.473,5,0,0
2024-05-14T02:00:00,1,22.56,27.13,0,50.92,0.319,12.52,5,0,0
2024-05-14T03:00:00,1,20.61,28.89,0,48.57,0.337,12.574,5,0,0
2024-05-14T04:00:00,1,18.78,25.0,0,50.13,0.312,12.497,5,0,0
2024-05-14T05:00:00,1,19.22,25.0,0,49.83,0.323,12.494,5,0,0
2024-05-14T06:00:00,1,19.17,25.14,0,49.11,0.338,12.549,5,0,0
2024-05-14T07:00:00,1,17.53,184.17,4919,48.63,0.711,12.359,6,1,0
2024-05-14T08:00:00,1,17.45,25.0,0,47.53,0.33,12.491,6,0,0
2024-05-14T09:00:00,1,20.8,178.79,4538,45.15,0.711,12.378,7,1,0
2024-05-14T10:00:00,1,21.38,176.78,4426,41.22,0.691,12.411,8,1,0
2024-05-14T11:00:00,1,21.28,169.18,4088,47.28,0.66,12.426,9,1,0
2024-05-14T12:00:00,1,19.75,183.19,4939,46.99,0.714,12.393,10,1,0
2024-05-14T13:00:00,1,21.57,166.89,4045,44.56,0.689,12.408,11,1,0
2024-05-14T14:00:00,1,22.07,179.73,4405,49.73,0.666,12.434,12,1,0
