week,meta,google,tv,email,tr_meta,tr_google,tr_tv,tr_email,revenue
2023-05-15,9111.52,11174.28,22919.5,1191.26,0.6330324123472911,0.5530205903179306,0.7509105706984882,0.504103301152554,139216.26
2023-05-22,8746.93,10545.28,7178.54,1106.45,0.6223862716497016,0.5585845194546329,0.6913374485432119,0.48478655494950074,136059.17
2023-05-29,7771.47,9947.34,8461.7,695.88,0.6007980395714677,0.5513245005837268,0.6440253473715701,0.39471292415254355,126612.78
2023-06-05,10747.81,12140.19,3369.24,1009.83,0.637133665336761,0.5816979918244992,0.558081691305219,0.44556616434170043,128370.56
2023-06-12,8319.13,7501.5,6352.31,635.03,0.6178865208143361,0.5200414001353661,0.5132943288447802,0.36871942045684875,119779.32
2023-06-19,7709.66,8613.03,10225.68,1118.12,0.5972654738674373,0.5122266199115513,0.5229972125897302,0.4630093072638481,121289.84
2023-06-26,7651.92,8145.73,15515.68,1093.6,0.5851737395230813,0.5000074275614613,0.5814768165642907,0.47410288012151636,122110.54
2023-07-03,8798.46,9171.06,8354.58,1346.59,0.5994322103889408,0.5147419881167917,0.5528990488553086,0.5187748052957737,124260.63
2023-07-10,8342.09,7306.25,9946.28,1182.63,0.5985167264186337,0.48413099159488177,0.5476186182348513,0.5010044374870603,118750.61
2023-07-17,8206.56,10972.27,1575.52,437.66,0.5957063425056152,0.541030432837298,0.44533693409917907,0.330018488500609,113658.48
2023-07-24,8033.03,9267.6,14518.2,1091.31,0.5912247171306713,0.532707638429613,0.5276682905996031,0.4523715788560188,119324.74
2023-07-31,10170.33,6868.85,8563.92,1021.61,0.6244318605090189,0.48334953161638294,0.514767307940128,0.45837165700843563,114206.31
2023-08-07,6550.73,7531.44,11213.42,1124.17,0.5802334688246175,0.47542627744545923,0.534559889989448,0.4788147475466533,114395.49
2023-08-14,6272.54,9647.88,8162.46,2078.81,0.548873628180603,0.5146972698763773,0.5153512820505313,0.6108364983014399,115967.05
2023-08-21,5764.46,10299.16,10700.99,381.03,0.5200471519827415,0.5401640244379199,0.5295157940140163,0.36222163577440625,111840.47
2023-08-28,7455.11,11954.93,2572.5,822.67,0.5433370870205355,0.575143568635436,0.4423111796597753,0.39832803609819234,111014.37
2023-09-04,7976.83,13160.91,3356.28,1177.27,0.5648076596603492,0.6038257959561498,0.38007126383687656,0.47842062135502994,113397.08
2023-09-11,6365.02,8978.1,15901.9,735.73,0.5422820305234218,0.5562499417765058,0.5081670122029961,0.4026060983283834,111630.94
2023-09-18,5430.98,6669.83,4189.44,1442.78,0.5084161513929143,0.4909520211080758,0.4458650949881709,0.5230465834830718,108804.94
2023-09-25,5420.48,4853.59,5607.62,1110.51,0.489603429692131,0.4156722399612428,0.4166151703019289,0.48970952385496186,101178.27
2023-10-02,7180.71,8509.6,21184.57,1253.98,0.5234484392010923,0.4714609855259839,0.5792481032739218,0.5068839735178756,113166.35
2023-10-09,7305.2,6878.34,30223.42,1160.2,0.5416871083871809,0.45601572472379626,0.7086824126797804,0.49470724191200144,116540.55
2023-10-16,7103.01,7559.5,7658.64,1244.13,0.5461071533267386,0.4651212354112529,0.6540798027574646,0.5062289575737249,117165.62
2023-10-23,5692.39,7363.66,13184.16,1320.54,0.5168187485281418,0.4643607375385361,0.6472670518706556,0.5204770744571295,118032.37
2023-10-30,6869.84,8262.99,17552.88,1069.86,0.5289231672495062,0.4834334432670415,0.6712420900707117,0.48195150268825004,121470.73
2023-11-06,6829.45,10428.76,24750.24,1498.45,0.5338891620842257,0.5314960454567458,0.7238773648778022,0.5423405699127924,128829.45
2023-11-13,7081.31,9155.28,7573.0,1081.1,0.541831100696443,0.5268227036527032,0.6676408250302514,0.4892068161317612,124160.81
2023-11-20,8072.79,8835.55,10000.12,741.0,0.5660110323480839,0.5191444164434941,0.6350557793774579,0.4067211034274794,124729.03
2023-11-27,7388.38,7496.1,12726.24,955.74,0.5640739397696293,0.4900011421101754,0.6303310822847114,0.4363877896930938,124599.66
2023-12-04,8180.16,6502.57,10198.0,1335.94,0.5783945683153839,0.4554852661618149,0.6071480147613466,0.5111173342755269,122833.35
2023-12-11,7526.81,8785.06,7105.59,1115.02,0.5730541867383298,0.4909372665105392,0.5612110659399678,0.487821098476024,124294.05
2023-12-18,8030.02,9697.38,8533.34,1299.95,0.5798938558459523,0.5210757200431139,0.5392588117167315,0.5138839342132296,128807.05
2023-12-25,8731.25,13171.14,4410.94,682.44,0.5957914936775918,0.5862388719370791,0.4747358458488572,0.3998983588631384,131007.94
2024-01-01,5814.27,10143.61,10809.13,1347.5,0.5483216550114606,0.5661215633173103,0.5040076589251777,0.5077795949226568,130412.92
2024-01-08,7701.79,11706.72,12155.37,1444.44,0.5616659968726305,0.5809213185473512,0.5374758993573266,0.5390179881005885,133778.75
2024-01-15,7643.58,8872.95,16410.2,776.92,0.5669495523396871,0.5435440684123158,0.5975636901859699,0.4291595817718725,134555.22
2024-01-22,7541.09,7508.47,11970.2,753.32,0.5675531375291337,0.5014083790465973,0.5978489007931843,0.39488335695620314,133701.55
2024-01-29,8292.48,7777.36,18385.1,1484.97,0.5821249898342448,0.4880819687903702,0.6471024893757619,0.528411951365019,139343.23
2024-02-05,11406.08,8042.54,20458.15,1253.32,0.6390355309858867,0.4880588419592354,0.6883705530296643,0.5144795842274493,146146.0
2024-02-12,7590.0,12770.5,13694.48,1003.43,0.6071429185310785,0.5706523167963432,0.675714316665758,0.4683346662031067,149537.24
2024-02-19,10867.46,7511.99,12770.97,1398.69,0.6415437670232721,0.5146261970738941,0.6604381169645789,0.5257598908301241,149853.4
2024-02-26,6376.98,10055.74,9825.66,1759.85,0.5876790307849151,0.5360002630736667,0.6279427271606757,0.5824566020922732,148902.57
2024-03-04,8825.44,7040.96,8634.25,1252.55,0.6010750860740708,0.48848229515682134,0.5921436596937366,0.5269688000077446,144458.73
2024-03-11,9785.81,9791.47,5892.9,1166.23,0.6228682529732197,0.5219082117066122,0.5364699154574353,0.500072929011135,143191.11
2024-03-18,10603.6,8799.56,10229.02,1698.3,0.6447319176645716,0.5164670510033581,0.5389562514042363,0.5712310348197367,147336.38
2024-03-25,10866.99,7885.72,9908.38,1313.83,0.6583126205463508,0.49666857901321015,0.5373600716363295,0.5332203215877832,145957.54
2024-04-01,11028.03,8037.63,22465.84,398.94,0.666785154704748,0.49142600128881864,0.6441505770430643,0.33084750649834416,149127.18
2024-04-08,8961.39,7121.09,22636.54,1481.28,0.6438761278877403,0.4699504729132127,0.6987791837433899,0.5207067926378363,154145.01
2024-04-15,8725.3,8894.27,17368.29,862.69,0.6278301148985884,0.49830428054598963,0.7038358365272439,0.44209123902431463,152247.3
2024-04-22,11023.66,7610.76,10622.23,1445.31,0.6526910350922364,0.4833315801629082,0.6690150575971933,0.5287512524092574,156765.51
2024-04-29,9078.96,6523.57,8243.82,1392.87,0.6378003883689093,0.45298843765104296,0.6230894560898385,0.5355284314329506,150729.0
2024-05-06,7088.28,6585.4,21527.77,519.32,0.5979211121395895,0.4414241986380076,0.681188030139839,0.365808260980916,144370.39
2024-05-13,7243.2,9181.38,14269.6,624.51,0.5779650651150907,0.4940954804007219,0.6739291105299092,0.34713150830239836,145246.31
2024-05-20,7498.9,11825.3,13366.82,727.46,0.5722994847257141,0.5580414273037354,0.6629629535601272,0.3715884089112915,147156.28
2024-05-27,9739.37,9600.77,2625.14,761.76,0.6094527925561469,0.5454457192314236,0.5698319531212268,0.3850327102097438,147778.93
2024-06-03,8977.05,9298.12,11970.38,1131.89,0.6140592776480072,0.5350680054720005,0.5787544993112188,0.4680324424378635,149621.53
2024-06-10,9676.55,10195.93,10021.69,1157.26,0.6271972185877533,0.5460326486431991,0.5669912800944962,0.48651312427027615,149186.59
2024-06-17,7711.35,12213.7,4855.9,1516.04,0.6024440653834854,0.5808972084384005,0.5036589098020547,0.5454932243914137,147179.91
2024-06-24,8436.4,10283.01,8298.07,576.17,0.6016421227584596,0.5659293152109098,0.49434025666914266,0.3842936174944644,143118.32
2024-07-01,8938.39,9131.57,13318.59,306.97,0.6096324121928912,0.5410400466598612,0.5435085769874308,0.2478244198829954,138464.6
2024-07-08,7354.31,11937.14,13971.91,1016.31,0.5864298282646551,0.5751877546074868,0.5798216632495296,0.42641980288168563,148631.91
2024-07-15,8269.46,10590.34,13141.21,1201.85,0.5907899263018184,0.5681733870597074,0.5957325314236476,0.48715855436499844,146175.39
2024-07-22,6510.16,12479.86,14902.21,1137.82,0.5597426407841747,0.5923877736474289,0.6203464492144991,0.48679280474682185,147797.91
2024-07-29,6762.48,9840.45,13752.77,1210.59,0.5480532155379849,0.564241959003193,0.62775484192207,0.4991902280548802,145028.27
2024-08-05,6583.55,7163.73,15301.81,1041.47,0.5381217106792815,0.5048006414699054,0.6439272535026329,0.47192392821053375,139224.32
2024-08-12,5383.14,6754.58,20747.22,1719.26,0.5049049914037875,0.4678475043342777,0.68819822558345,0.569875202633324,138558.04
2024-08-19,7423.49,11664.26,0.0,1068.76,0.5357710454758127,0.5474551031437918,0.5725748651981444,0.49430792900291476,138683.23
2024-08-26,6095.02,11507.18,8664.1,1159.02,0.520664542382235,0.5711408352146143,0.5491738084930483,0.4919157699892754,137508.9
2024-09-02,6598.69,8200.9,9268.94,788.6,0.5246107294833603,0.5273777607178524,0.5380015718869129,0.4183912322492401,128542.87
2024-09-09,7090.24,7723.68,9465.46,1324.56,0.5375583432362401,0.49823639444293644,0.5320273797220699,0.5066391010371301,133732.96
2024-09-16,6986.22,10467.56,7636.8,1059.03,0.5415722732282564,0.5371976357594386,0.5075245731766165,0.4768240247425604,135561.51
2024-09-23,7211.58,6426.9,2767.97,1246.16,0.5483480313278972,0.4762241661210463,0.42571059921508536,0.5032423086787198,128455.45
2024-09-30,6281.82,6731.07,13639.98,881.88,0.5315949495542349,0.4546664247865871,0.5068965909099887,0.4415063885305252,126411.8
2024-10-07,5902.78,9113.62,23513.86,1618.89,0.5139204613567769,0.4972438189020423,0.637730489887295,0.5530458894260606,140745.87
2024-10-14,6350.14,7591.66,5399.92,920.25,0.5154686818196541,0.4824855589655811,0.5715074036579744,0.46264675745858247,136629.51
2024-10-21,4446.28,8318.28,21179.19,964.74,0.4674327943115789,0.491474763241362,0.6519919407728273,0.4491434485899586,137147.76
2024-10-28,4797.01,8226.67,13262.67,1248.86,0.4507843294348472,0.49315308816400216,0.6463075995960467,0.49890868891179213,134258.89
2024-11-04,5025.74,9234.38,14019.62,562.91,0.4489190005302225,0.5133517215888006,0.6475243784111837,0.364838280213,134188.77
2024-11-11,5530.45,11255.4,7219.08,611.06,0.46251645074873504,0.5553256407989057,0.5963418816571076,0.3430793082092116,135762.76
2024-11-18,7459.14,9264.33,9586.24,555.34,0.5182538089888034,0.5386637302422926,0.575984044726936,0.321885596187064,139992.29
2024-11-25,5887.19,10452.66,14819.85,299.92,0.5065225525178015,0.5515837297762921,0.607261835411877,0.227728948640891,139115.97
2024-12-02,6741.92,5827.98,10730.03,1115.13,0.5210739490965277,0.4707952961716801,0.5942505661916094,0.44518309997485045,140420.69
2024-12-09,9243.26,9584.64,14508.28,1224.83,0.5795649563763848,0.5119107216418094,0.6163254970699016,0.49419145126669045,154019.72
2024-12-16,7108.28,8236.49,13470.83,914.53,0.5655294173900339,0.5016531222838556,0.6228810213970624,0.44601198140861353,151667.44
2024-12-23,8886.75,7600.69,12216.35,1059.34,0.5919391400258741,0.48454067066265144,0.6177468518377051,0.4644517260571244,152417.64
